start_time,route_distance,day_of_week,avg_speed,road_type,travel_time
13:25,22,5,36,rural,41.83
17:01,11,2,32,rural,26.46
06:59,17,5,49,rural,23.57
17:47,16,2,50,rural,27.39
16:56,41,1,44,rural,68.31
20:10,47,7,36,city,108.39
13:02,34,2,57,highway,30.06
11:44,37,4,48,highway,44.26
14:56,17,4,50,rural,22.23
18:47,7,5,50,highway,8.03
07:17,12,1,37,highway,18.36
15:17,33,5,47,rural,48.66
14:59,31,1,44,rural,44.36
18:33,46,6,49,highway,51.14
17:11,33,5,57,city,61.23
12:53,49,6,34,city,119.98
12:40,33,6,30,city,89.9
20:50,44,5,59,highway,37.3
08:33,7,2,48,highway,9.24
17:26,13,4,41,rural,25.73
15:36,33,2,47,rural,49.6
15:41,41,1,56,highway,41.42
18:54,41,7,41,highway,59.97
06:48,22,3,38,city,48.9
17:11,26,4,41,highway,40.46
11:42,36,5,48,rural,46.64
20:44,8,2,54,highway,7.72
15:40,20,3,60,city,25.71
11:09,12,3,53,city,17.97
19:53,45,3,57,city,69.03
18:15,36,7,49,highway,42.84
13:13,34,2,44,rural,47.48
18:00,32,1,53,highway,33.98
07:41,37,1,36,rural,62.19
10:58,50,3,59,rural,51.72
16:06,46,2,40,city,103.67
13:13,46,7,56,rural,50.04
10:35,32,5,42,highway,45.62
14:07,20,2,38,highway,29.84
13:13,13,1,46,rural,19.47
11:57,9,7,59,rural,10.78
06:51,39,3,55,rural,49.68
12:41,12,5,43,highway,14.37
16:04,46,3,47,city,95.37
07:54,47,5,39,highway,68.21
18:09,39,1,32,rural,78.58
18:27,33,5,34,rural,67.87
15:10,6,1,58,highway,6.06
18:10,45,1,48,city,72.84
10:54,16,4,50,rural,22.67
19:19,44,7,55,highway,47.89
20:47,27,2,60,city,36.06
12:08,37,6,39,rural,57.1
18:53,46,6,44,city,89.92
14:18,5,5,44,city,9.11
06:39,41,1,50,highway,45.45
15:49,22,5,60,highway,20.48
11:21,23,5,51,highway,26.88
16:44,38,4,52,city,74.69
14:46,9,1,60,rural,9.46
14:14,24,7,55,city,32.95
09:11,15,7,48,highway,16.87
17:00,44,7,35,city,113.98
10:31,45,5,49,city,77.45
13:40,21,5,32,city,49.23
14:22,7,3,40,highway,9.35
14:18,40,1,58,highway,40.12
09:57,11,5,46,rural,16.24
08:49,39,7,52,rural,64.15
09:55,38,4,38,rural,70.74
14:25,12,4,51,rural,14.36
10:33,47,3,35,rural,86.11
12:24,25,1,49,rural,31.34
14:53,16,1,39,rural,28.39
16:11,38,5,46,city,81.38
14:39,35,2,54,rural,43.62
13:42,43,5,44,city,77.01
07:14,40,7,57,rural,48.45
11:56,20,2,40,highway,26.38
16:30,6,4,38,city,16.76
12:36,14,7,59,highway,13.48
17:27,10,2,47,city,19.19
15:01,36,2,46,highway,42.91
20:05,50,4,60,highway,42.84
18:46,48,7,58,highway,48.43
07:32,38,5,56,highway,34.55
11:31,19,4,44,city,34.21
15:26,43,2,39,rural,74.73
18:20,14,5,59,highway,12.51
08:17,14,6,54,city,26.12
10:25,37,5,45,highway,45.12
18:57,16,2,50,highway,19.13
09:11,31,6,49,rural,43.37
17:54,11,5,50,highway,13.5
10:30,38,2,31,city,109.15
14:03,46,6,37,rural,84.79
09:44,50,1,55,city,77.93
19:41,50,3,55,highway,52.41
06:52,30,1,59,city,44.3
17:24,17,7,40,rural,35.38
08:12,45,6,44,city,101.69
13:04,39,1,44,rural,59.16
12:25,26,7,40,city,52.09
15:57,27,7,39,rural,42.93
13:57,19,6,30,city,47.68
07:33,37,4,53,highway,40.91
20:39,9,2,37,rural,16.15
12:52,32,7,32,rural,68.24
11:45,8,6,41,rural,11.8
17:04,17,2,37,rural,38.53
20:34,26,2,56,city,41.62
20:42,48,7,36,highway,78.0
15:16,40,5,37,rural,68.54
20:54,24,2,58,city,35.43
17:02,11,5,60,rural,14.0
12:58,44,3,44,rural,63.84
08:36,5,6,50,highway,6.82
08:00,39,6,60,rural,49.34
13:06,31,6,53,highway,29.99
18:25,7,2,40,highway,10.43
15:35,30,2,54,rural,36.69
06:58,41,7,46,rural,63.76
12:05,20,6,55,rural,23.91
20:38,23,1,57,city,31.79
20:08,10,1,38,city,23.5
19:33,27,7,42,highway,32.66
14:47,24,5,38,city,48.94
15:36,49,6,53,highway,54.54
13:33,33,7,53,city,50.03
19:50,43,5,57,highway,38.58
15:46,34,5,46,highway,37.25
16:25,6,5,43,highway,9.82
15:17,33,1,33,city,87.11
07:29,31,5,48,city,52.03
11:02,45,3,44,city,78.48
12:54,5,4,45,rural,7.24
07:47,11,6,47,highway,12.43
16:32,13,3,36,rural,27.91
18:45,49,7,39,city,99.25
20:46,32,4,31,city,83.3
12:34,37,4,38,city,83.57
13:55,39,6,34,rural,82.48
15:29,20,3,45,rural,31.17
06:31,44,3,54,city,66.02
16:17,21,2,56,city,41.57
19:58,26,4,58,highway,24.9
16:32,19,1,43,rural,37.46
14:09,13,1,38,city,26.96
12:52,22,2,33,city,56.45
14:10,22,6,52,highway,22.78
16:37,41,4,39,rural,84.96
09:43,31,1,57,highway,29.17
06:27,46,5,39,highway,66.06
07:28,25,4,52,highway,24.7
07:41,42,2,53,city,59.68
20:22,34,5,39,rural,59.06
06:08,48,6,45,rural,66.2
14:26,21,3,36,highway,33.13
19:40,49,7,44,city,98.35
11:15,24,2,48,city,43.02
18:26,39,3,49,city,68.22
14:36,8,1,48,highway,9.04
06:25,9,2,30,rural,18.55
